gene_id,gene_name,gene_biotype,count
AT5G22140,null,protein_coding,0
AT5G22145,null,protein_coding,0
AT5G22150,null,protein_coding,0
AT5G22160,null,protein_coding,0
AT5G22170,null,protein_coding,0
AT5G22180,null,protein_coding,0
AT5G22190,null,protein_coding,0
AT5G22200,null,protein_coding,0
AT5G22210,null,protein_coding,1
AT5G22220,E2FB,protein_coding,1
AT5G22240,OFP10,protein_coding,3
AT5G22250,CAF1-11,protein_coding,0
AT5G22260,MS1,protein_coding,0
AT5G22270,null,protein_coding,6
AT5G22280,null,protein_coding,3
AT5G22290,NAC089,protein_coding,0
AT5G22300,NIT4,protein_coding,2
AT5G22310,null,protein_coding,1
AT5G22315,null,tRNA,5
AT5G22320,null,protein_coding,7
AT5G22330,RIN1,protein_coding,7
AT5G22340,null,protein_coding,3
AT5G22350,ELM1,protein_coding,3
AT5G22355,null,protein_coding,0
AT5G22360,VAMP714,protein_coding,3
AT5G22370,EMB1705,protein_coding,1
AT5G22380,NAC090,protein_coding,0
AT5G22390,null,protein_coding,1
AT5G22400,ROPGAP1,protein_coding,3
AT5G22410,PER60,protein_coding,10
AT5G22420,FAR7,protein_coding,58
AT5G22430,null,protein_coding,0
AT5G22440,RPL10AC,protein_coding,8
AT5G22450,null,protein_coding,11
AT5G22460,null,protein_coding,1
AT5G22470,null,protein_coding,1
AT5G22480,null,protein_coding,1
AT5G22490,null,protein_coding,0
AT5G22500,FAR1,protein_coding,112
AT5G22505,null,protein_coding,0
AT5G22510,INVE,protein_coding,11
AT5G22520,null,protein_coding,0
AT5G22530,null,protein_coding,0
AT5G22540,null,protein_coding,0
AT5G22545,null,protein_coding,0
AT5G22550,null,protein_coding,0
AT5G22555,null,protein_coding,0
AT5G22560,null,protein_coding,0
AT5G22570,WRKY38,protein_coding,1
AT5G22580,null,protein_coding,16
AT5G22590,null,protein_coding,3
AT5G22600,null,protein_coding,0
AT5G22608,null,protein_coding,0
AT5G22610,null,protein_coding,0
AT5G22620,null,protein_coding,7
AT5G22630,ADT5,protein_coding,15
AT5G22640,TIC100,protein_coding,16
AT5G22650,HDT2,protein_coding,14
AT5G22660,null,protein_coding,0
AT5G22670,null,protein_coding,0
AT5G22680,null,protein_coding,0
AT5G22690,null,protein_coding,4
AT5G22700,null,protein_coding,4
AT5G22720,null,protein_coding,0
AT5G22730,null,protein_coding,4
AT5G22740,CSLA2,protein_coding,7
AT5G22750,RAD5,protein_coding,1
AT5G22760,null,protein_coding,7
AT5G22765,null,protein_coding,0
AT5G22770,ALPHA-ADR,protein_coding,13
AT5G22780,ALPHAC-AD,protein_coding,16
AT5G22785,null,protein_coding,0
AT5G22788,null,ncRNA,0
AT5G22790,RER1,protein_coding,3
AT5G22791,null,protein_coding,0
AT5G22794,null,protein_coding,1
AT5G22796,null,protein_coding,0
AT5G22799,null,protein_coding,0
AT5G22800,EMB86,protein_coding,11
AT5G22810,null,protein_coding,0
AT5G22820,null,protein_coding,1
AT5G22830,MRS2-11,protein_coding,2
AT5G22840,null,protein_coding,1
AT5G22850,null,protein_coding,22
AT5G22860,null,protein_coding,10
AT5G22870,null,protein_coding,0
AT5G22875,null,protein_coding,2
AT5G22880,H2B,protein_coding,4
AT5G22890,STOP2,protein_coding,5
AT5G22900,CHX3,protein_coding,0
AT5G22910,CHX9,protein_coding,3
AT5G22920,RZPF34,protein_coding,34
AT5G22930,null,protein_coding,0
AT5G22940,F8H,protein_coding,5
AT5G22950,VPS24-1,protein_coding,2
AT5G22960,SCPL54,protein_coding,26
AT5G22970,null,protein_coding,0
AT5G22980,SCPL47,protein_coding,0
AT5G22990,null,protein_coding,0
AT5G23000,RAX1,protein_coding,1
AT5G23010,MAM1,protein_coding,22
AT5G23020,MAM3,protein_coding,8
AT5G23030,TET12,protein_coding,0
AT5G23035,null,protein_coding,0
AT5G23040,CPP1,protein_coding,15
AT5G23050,AAE17,protein_coding,6
AT5G23060,CAS,protein_coding,20
AT5G23065,MIR162B,miRNA,103
AT5G23070,TK1B,protein_coding,1
AT5G23080,TGH,protein_coding,9
AT5G23090,DR1,protein_coding,3
AT5G23100,null,protein_coding,2
AT5G23110,null,protein_coding,18
AT5G23115,null,protein_coding,2
AT5G23120,HCF136,protein_coding,89
AT5G23130,null,protein_coding,1
AT5G23140,CLPP2,protein_coding,3
AT5G23150,HUA2,protein_coding,13
AT5G23155,null,ncRNA,1
AT5G23160,null,protein_coding,1
AT5G23170,null,protein_coding,0
AT5G23180,null,protein_coding,1
AT5G23190,CYP86B1,protein_coding,2
AT5G23200,null,protein_coding,1
AT5G23210,SCPL34,protein_coding,13
AT5G23212,null,protein_coding,0
AT5G23220,NIC3,protein_coding,0
AT5G23230,NIC2,protein_coding,0
AT5G23240,DJC76,protein_coding,1
AT5G23250,null,protein_coding,5
AT5G23260,TT16,protein_coding,0
AT5G23270,STP11,protein_coding,9
AT5G23280,TCP7,protein_coding,7
AT5G23290,PFD5,protein_coding,3
AT5G23300,PYRD,protein_coding,0
AT5G23310,FSD3,protein_coding,1
AT5G23320,ATSTE14,protein_coding,0
AT5G23330,RIBF1,protein_coding,0
AT5G23340,null,protein_coding,14
AT5G23350,null,protein_coding,1
AT5G23360,null,protein_coding,1
AT5G23370,null,protein_coding,2
AT5G23380,null,protein_coding,1
AT5G23390,null,protein_coding,6
AT5G23395,MIA40,protein_coding,2
AT5G23400,null,protein_coding,1
AT5G23405,HMGB12,protein_coding,6
AT5G23410,null,ncRNA,0
AT5G23411,null,protein_coding,0
AT5G23420,HMGB7,protein_coding,2
AT5G23430,null,protein_coding,2
AT5G23440,FTRA1,protein_coding,3
AT5G23450,ATLCBK1,protein_coding,11
AT5G23460,null,protein_coding,2
AT5G23470,null,protein_coding,0
AT5G23480,null,protein_coding,1
AT5G23490,null,protein_coding,3
AT5G23510,null,protein_coding,0
AT5G23520,null,protein_coding,0
AT5G23530,CXE18,protein_coding,8
AT5G23535,null,protein_coding,3
AT5G23540,RPN11,protein_coding,7
AT5G23550,null,protein_coding,2
AT5G23570,SGS3,protein_coding,1
AT5G23575,null,protein_coding,2
AT5G23580,CPK12,protein_coding,4
AT5G23590,null,protein_coding,1
AT5G23600,null,protein_coding,0
AT5G23610,null,protein_coding,7
AT5G23630,PDR2,protein_coding,16
AT5G23650,null,protein_coding,0
AT5G23660,SWEET12,protein_coding,7
AT5G23665,null,tRNA,459
AT5G23670,LCB2A,protein_coding,12
AT5G23680,null,protein_coding,2
AT5G23690,null,protein_coding,2
AT5G23700,null,protein_coding,0
AT5G23710,null,protein_coding,0
AT5G23720,PHS1,protein_coding,1
AT5G23730,RUP2,protein_coding,1
AT5G23740,RPS11C,protein_coding,5
AT5G23750,null,protein_coding,4
AT5G23760,null,protein_coding,0
AT5G23770,DUF8,protein_coding,0
AT5G23780,DUF9,protein_coding,0
AT5G23790,GOLS5,protein_coding,0
AT5G23800,ATDUF10,protein_coding,1
AT5G23810,AAP7,protein_coding,1
AT5G23820,ML3,protein_coding,12
AT5G23830,null,protein_coding,3
AT5G23840,null,protein_coding,0
AT5G23850,null,protein_coding,0
AT5G23860,TUBB8,protein_coding,13
AT5G23870,PAE9,protein_coding,6
AT5G23880,CPSF100,protein_coding,4
AT5G23890,null,protein_coding,8
AT5G23900,RPL13D,protein_coding,13
AT5G23903,null,protein_coding,0
AT5G23908,null,protein_coding,0
AT5G23910,null,protein_coding,2
AT5G23920,null,protein_coding,4
AT5G23930,null,protein_coding,1
AT5G23940,DCR,protein_coding,8
AT5G23950,null,protein_coding,1
AT5G23960,TPS21,protein_coding,1
AT5G23970,null,protein_coding,0
AT5G23980,FRO4,protein_coding,4
AT5G23990,ATFRO5,protein_coding,0
AT5G24000,null,protein_coding,1
AT5G24010,null,protein_coding,6
AT5G24020,MIND1,protein_coding,5
AT5G24030,SLAH3,protein_coding,7
AT5G24040,null,protein_coding,0
AT5G24050,null,protein_coding,0
AT5G24060,null,protein_coding,3
AT5G24070,PER61,protein_coding,0
AT5G24080,null,protein_coding,0
AT5G24090,CHIB1,protein_coding,4
AT5G24100,null,protein_coding,0
AT5G24105,AGP41,protein_coding,0
AT5G24110,WRKY30,protein_coding,0
AT5G24120,SIGE,protein_coding,10
AT5G24130,null,protein_coding,3
AT5G24140,SQP2,protein_coding,4
AT5G24150,SQE5,protein_coding,3
AT5G24155,null,protein_coding,1
AT5G24160,SQE6,protein_coding,9
AT5G24165,null,protein_coding,12
AT5G24170,null,protein_coding,3
AT5G24180,null,protein_coding,0
AT5G24190,null,protein_coding,0
AT5G24200,null,protein_coding,1
AT5G24205,null,ncRNA,0
AT5G24206,null,ncRNA,0
AT5G24210,null,protein_coding,23
AT5G24215,null,protein_coding,0
AT5G24220,null,protein_coding,67
AT5G24230,null,protein_coding,0
AT5G24240,PI4KG3,protein_coding,86
AT5G24260,null,protein_coding,4
AT5G24270,CBL4,protein_coding,268
AT5G24275,null,protein_coding,0
AT5G24280,GMI1,protein_coding,3
AT5G24290,MEB2,protein_coding,6
AT5G24300,SS1,protein_coding,20
AT5G24310,ABIL3,protein_coding,2
AT5G24313,null,protein_coding,0
AT5G24314,PTAC7,protein_coding,1
AT5G24316,null,protein_coding,1
AT5G24318,null,protein_coding,1
AT5G24320,null,protein_coding,5
AT5G24330,ATXR6,protein_coding,0
AT5G24340,null,protein_coding,2
AT5G24350,null,protein_coding,17
AT5G24352,null,protein_coding,0
AT5G24355,null,protein_coding,1
AT5G24360,ATIRE1-1,protein_coding,1
AT5G24370,null,protein_coding,0
AT5G24380,YSL2,protein_coding,5
AT5G24390,null,protein_coding,0
AT5G24400,PGL3,protein_coding,5
AT5G24410,PGL4,protein_coding,2
AT5G24420,PGL5,protein_coding,0
AT5G24430,CRK4,protein_coding,6
AT5G24440,CID13,protein_coding,0
AT5G24450,null,protein_coding,5
AT5G24460,null,protein_coding,2
AT5G24470,APRR5,protein_coding,2
AT5G24480,null,protein_coding,21
AT5G24490,null,protein_coding,25
AT5G24500,null,protein_coding,0
AT5G24510,null,protein_coding,2
AT5G24520,TTG1,protein_coding,7
AT5G24530,DMR6,protein_coding,8
AT5G24540,BGLU31,protein_coding,0
AT5G24550,BGLU32,protein_coding,0
AT5G24560,AtPP2-B12,protein_coding,0
AT5G24570,null,protein_coding,0
AT5G24575,null,protein_coding,0
AT5G24580,HIPP09,protein_coding,1
AT5G24590,NAC091,protein_coding,6
AT5G24600,null,protein_coding,2
AT5G24610,null,protein_coding,4
AT5G24620,null,protein_coding,1
AT5G24630,BIN4,protein_coding,0
AT5G24640,null,protein_coding,0
AT5G24650,HP30-2,protein_coding,1
AT5G24655,LSU4,protein_coding,3
AT5G24660,LSU2,protein_coding,7
AT5G24670,null,protein_coding,3
AT5G24680,null,protein_coding,1
AT5G24690,null,protein_coding,13
AT5G24710,null,protein_coding,16
AT5G24735,null,ncRNA,1
AT5G24740,null,protein_coding,13
AT5G24750,null,protein_coding,3
AT5G24760,null,protein_coding,2
AT5G24770,VSP2,protein_coding,4
AT5G24780,VSP1,protein_coding,7
AT5G24790,null,protein_coding,0
AT5G24800,BZIP9,protein_coding,0
AT5G24810,null,protein_coding,5
AT5G24820,null,protein_coding,0
AT5G24825,MIR169B,miRNA,55
AT5G24830,null,protein_coding,0
AT5G24840,null,protein_coding,5
AT5G24850,CRYD,protein_coding,3
AT5G24860,FPF1,protein_coding,0
AT5G24870,null,protein_coding,3
AT5G24879,null,protein_coding,0
AT5G24880,null,protein_coding,1
AT5G24890,null,protein_coding,7
AT5G24900,CYP714A2,protein_coding,122
AT5G24910,CYP714A1,protein_coding,1
AT5G24920,GDU5,protein_coding,2
AT5G24930,COL4,protein_coding,36
AT5G24940,null,protein_coding,3
AT5G24950,CYP71A15,protein_coding,0
AT5G24960,CYP71A14,protein_coding,0
AT5G24970,null,protein_coding,1
AT5G24980,null,protein_coding,3
AT5G24990,null,protein_coding,284
AT5G25000,null,protein_coding,11
AT5G25010,null,protein_coding,2
AT5G25020,null,protein_coding,0
AT5G25030,null,protein_coding,6
AT5G25040,null,protein_coding,13
AT5G25050,null,protein_coding,5
AT5G25060,RRC1,protein_coding,12
AT5G25070,null,protein_coding,1
AT5G25080,null,protein_coding,1
AT5G25090,ENODL13,protein_coding,1
AT5G25100,null,protein_coding,38
AT5G25110,CIPK25,protein_coding,3
AT5G25120,CYP71B11,protein_coding,5
AT5G25130,CYP71B12,protein_coding,2
AT5G25140,CYP71B13,protein_coding,6
AT5G25150,TAF5,protein_coding,1
AT5G25160,ZFP3,protein_coding,1
AT5G25170,null,protein_coding,1
AT5G25180,CYP71B14,protein_coding,0
AT5G25190,ERF003,protein_coding,1
AT5G25195,null,protein_coding,6
AT5G25200,null,protein_coding,0
AT5G25210,null,protein_coding,4
AT5G25220,KNAT3,protein_coding,8
AT5G25230,GFL,protein_coding,0
AT5G25240,null,protein_coding,3
AT5G25250,FLOT1,protein_coding,0
AT5G25260,FLOT2,protein_coding,0
AT5G25265,HPAT1,protein_coding,13
AT5G25270,null,protein_coding,8
AT5G25280,null,protein_coding,41
AT5G25290,null,protein_coding,0
AT5G25300,null,protein_coding,0
AT5G25310,null,protein_coding,2
AT5G25320,ACR2,protein_coding,2
AT5G25330,null,protein_coding,1
AT5G25340,null,protein_coding,1
AT5G25350,EBF2,protein_coding,41
AT5G25360,null,protein_coding,3
AT5G25370,PLDALPHA3,protein_coding,30
AT5G25380,CYCA2-1,protein_coding,0
AT5G25390,SHN3,protein_coding,0
AT5G25400,null,protein_coding,0
AT5G25410,null,protein_coding,0
AT5G25415,null,protein_coding,0
AT5G25420,NAT9,protein_coding,3
AT5G25425,null,protein_coding,0
AT5G25430,BOR6,protein_coding,2
AT5G25440,null,protein_coding,2
AT5G25450,QCR7-2,protein_coding,3
AT5G25460,null,protein_coding,145
AT5G25470,null,protein_coding,0
AT5G25475,null,protein_coding,1
AT5G25480,DNMT2,protein_coding,0
AT5G25490,null,protein_coding,0
AT5G25500,null,protein_coding,0
AT5G25510,B'KAPPA,protein_coding,4
AT5G25520,null,protein_coding,8
AT5G25530,null,protein_coding,0
AT5G25540,CID6,protein_coding,5
AT5G25550,LRX7,protein_coding,1
AT5G25560,null,protein_coding,10
AT5G25570,null,protein_coding,0
AT5G25580,null,protein_coding,0
AT5G25585,null,tRNA,0
AT5G25590,null,protein_coding,4
AT5G25600,null,protein_coding,0
AT5G25610,RD22,protein_coding,28
AT5G25620,YUC6,protein_coding,2
AT5G25625,null,tRNA,0
AT5G25630,null,protein_coding,7
AT5G25640,null,protein_coding,1
AT5G25750,null,protein_coding,0
AT5G25754,null,protein_coding,17
AT5G25755,null,protein_coding,0
AT5G25756,null,protein_coding,0
AT5G25757,null,protein_coding,0
AT5G25760,PEX4,protein_coding,2
AT5G25770,null,protein_coding,1
AT5G25780,EIF3B-2,protein_coding,7
AT5G25790,null,protein_coding,0
AT5G25800,null,protein_coding,0
AT5G25810,TINY,protein_coding,1
AT5G25820,null,protein_coding,0
AT5G25830,GATA12,protein_coding,3
AT5G25840,null,protein_coding,6
AT5G25850,null,protein_coding,0
AT5G25860,null,protein_coding,0
AT5G25870,null,protein_coding,0
AT5G25880,NADP-ME3,protein_coding,1
AT5G25890,IAA28,protein_coding,0
AT5G25900,KO,protein_coding,6
AT5G25910,AtRLP52,protein_coding,1
AT5G25920,null,protein_coding,1
AT5G25930,null,protein_coding,4
AT5G25940,null,protein_coding,1
AT5G25950,null,protein_coding,0
AT5G25960,null,protein_coding,0
AT5G25970,null,protein_coding,1
AT5G25980,TGG2,protein_coding,12
AT5G25990,null,protein_coding,0
AT5G25995,null,protein_coding,0
AT5G26000,TGG1,protein_coding,237
AT5G26010,null,protein_coding,1
AT5G26030,FC1,protein_coding,8
AT5G26038,MIR860A,miRNA,0
AT5G26040,HDA2,protein_coding,2
AT5G26050,SPH13,protein_coding,0
AT5G26060,SPH12,protein_coding,0
AT5G26070,null,protein_coding,0
AT5G26080,null,protein_coding,0
AT5G26090,null,protein_coding,0
AT5G26100,null,protein_coding,0
AT5G26110,null,protein_coding,0
AT5G26120,ASD2,protein_coding,1
AT5G26130,null,protein_coding,0
AT5G26140,LOG9,protein_coding,0
AT5G26146,null,lncRNA,0
AT5G26147,MIR156F,miRNA,0
AT5G26150,null,protein_coding,0
AT5G26160,PMIR2,protein_coding,1
AT5G26170,WRKY50,protein_coding,1
AT5G26180,null,protein_coding,1
AT5G26190,null,protein_coding,0
AT5G26200,null,protein_coding,4
AT5G26210,AL4,protein_coding,5
AT5G26220,GGCT2;1,protein_coding,0
AT5G26230,MAKR1,protein_coding,1
AT5G26240,CLC-D,protein_coding,5
AT5G26250,STP8,protein_coding,0
AT5G26260,null,protein_coding,13
AT5G26262,null,protein_coding,8
AT5G26270,null,protein_coding,32
AT5G26280,null,protein_coding,11
AT5G26290,null,protein_coding,1
AT5G26300,null,protein_coding,0
AT5G26310,UGT72E3,protein_coding,4
AT5G26320,null,protein_coding,0
AT5G26330,null,protein_coding,0
AT5G26340,STP13,protein_coding,5
AT5G26360,CCT3,protein_coding,26
AT5G26570,GWD3,protein_coding,5
AT5G26580,AGL34,protein_coding,12
AT5G26594,ARR24,protein_coding,0
AT5G26600,CpNIFS3,protein_coding,1
AT5G26610,null,protein_coding,0
AT5G26617,null,protein_coding,0
AT5G26620,null,protein_coding,0
AT5G26622,null,protein_coding,0
AT5G26630,null,protein_coding,0
AT5G26640,null,protein_coding,1
AT5G26650,AGL36,protein_coding,59
AT5G26660,MYB86,protein_coding,0
AT5G26667,PYR6,protein_coding,6
AT5G26670,PAE10,protein_coding,0
AT5G26673,null,protein_coding,0
AT5G26680,null,protein_coding,2
AT5G26690,HIPP02,protein_coding,0
AT5G26692,null,protein_coding,0
AT5G26700,null,protein_coding,16
AT5G26710,null,protein_coding,5
AT5G26717,null,protein_coding,0
AT5G26720,null,protein_coding,0
AT5G26730,null,protein_coding,1
AT5G26731,null,protein_coding,2
AT5G26740,null,protein_coding,10
AT5G26742,RH3,protein_coding,24
AT5G26749,null,protein_coding,1
AT5G26751,ASK1,protein_coding,7
AT5G26760,null,protein_coding,8
AT5G26770,null,protein_coding,22
AT5G26780,SHM2,protein_coding,6
AT5G26790,null,protein_coding,4
AT5G26800,null,nontranslating_CDS,1
AT5G26805,null,protein_coding,0
AT5G26810,null,protein_coding,0
AT5G26820,IREG3,protein_coding,8
AT5G26830,THRRS,protein_coding,15
AT5G26840,null,protein_coding,7
AT5G26850,null,protein_coding,13
AT5G26860,LON_ARA_ARA,protein_coding,6
AT5G26865,null,protein_coding,0
AT5G26880,AGL26,protein_coding,0
AT5G26890,null,protein_coding,6
AT5G26900,CDC20-4,protein_coding,0
AT5G26910,null,protein_coding,5
AT5G26920,CBP60G,protein_coding,11
AT5G26930,GATA23,protein_coding,0
AT5G26940,DPD1,protein_coding,1
AT5G26950,AGL93,protein_coding,0
AT5G26955,null,protein_coding,0
AT5G26960,null,protein_coding,1
AT5G26970,null,protein_coding,73
AT5G26980,SYP41,protein_coding,1
AT5G26990,DI19-6,protein_coding,2
AT5G27000,KIN14G,protein_coding,0
AT5G27010,null,protein_coding,0
AT5G27020,null,protein_coding,0
AT5G27030,TPR3,protein_coding,6
AT5G27050,AGL101,protein_coding,0
AT5G27060,AtRLP53,protein_coding,1
AT5G27065,null,protein_coding,0
AT5G27070,AGL53,protein_coding,0
AT5G27080,CDC20-3,protein_coding,0
AT5G27090,AGL54,protein_coding,0
AT5G27093,null,protein_coding,0
AT5G27100,GLR2.1,protein_coding,2
AT5G27110,PCMP-E14,protein_coding,1
AT5G27120,NOP5-1,protein_coding,4
AT5G27130,AGL39,protein_coding,0
AT5G27140,NOP5-3,protein_coding,0
AT5G27150,NHX1,protein_coding,9
AT5G27170,null,protein_coding,25
AT5G27200,ACP5,protein_coding,0
AT5G27210,null,protein_coding,0
AT5G27220,null,protein_coding,0
AT5G27230,FRL5,protein_coding,0
AT5G27238,SPH7,protein_coding,17
AT5G27240,null,protein_coding,1
AT5G27247,null,protein_coding,1
AT5G27260,null,protein_coding,6
AT5G27270,EMB976,protein_coding,1
AT5G27280,null,protein_coding,4
AT5G27290,null,protein_coding,3
AT5G27300,null,protein_coding,13
AT5G27310,null,protein_coding,0
AT5G27320,GID1C,protein_coding,7
AT5G27330,null,protein_coding,4
AT5G27340,null,protein_coding,9
AT5G27350,SFP1,protein_coding,20
AT5G27360,SFP2,protein_coding,1
AT5G27370,DMP10,protein_coding,0
AT5G27380,GSH2,protein_coding,10
AT5G27390,null,protein_coding,1
AT5G27395,null,protein_coding,0
AT5G27400,null,protein_coding,0
AT5G27410,null,protein_coding,4
AT5G27420,ATL31,protein_coding,8
AT5G27430,null,protein_coding,3
AT5G27440,null,protein_coding,0
AT5G27450,MVK,protein_coding,1
AT5G27460,null,protein_coding,2
AT5G27470,null,protein_coding,8
AT5G27490,null,protein_coding,2
AT5G27493,null,protein_coding,0
AT5G27495,null,protein_coding,0
AT5G27510,null,protein_coding,0
AT5G27520,PNC2,protein_coding,1
AT5G27530,null,protein_coding,5
AT5G27540,MIRO1,protein_coding,6
AT5G27550,KIN14S,protein_coding,1
AT5G27560,null,protein_coding,4
AT5G27570,CDC20-5,protein_coding,0
AT5G27580,AGL89,protein_coding,0
AT5G27600,LACS7,protein_coding,5
AT5G27606,null,protein_coding,593
AT5G27607,null,protein_coding,44
AT5G27610,ALY1,protein_coding,3
AT5G27620,CYCH;1,protein_coding,1
AT5G27630,ACBP5,protein_coding,1
AT5G27640,TIF3B1,protein_coding,7
AT5G27650,null,protein_coding,3
AT5G27660,null,protein_coding,15
AT5G27670,HTA7,protein_coding,4
AT5G27680,RECQSIM,protein_coding,1
AT5G27690,HIPP36,protein_coding,1
AT5G27700,RPS21C,protein_coding,3
AT5G27710,null,protein_coding,2
AT5G27715,null,tRNA,1
AT5G27720,LSM4,protein_coding,2
AT5G27730,null,protein_coding,17
AT5G27740,RFC3,protein_coding,2
AT5G27750,null,protein_coding,4
AT5G27760,null,protein_coding,3
AT5G27765,null,protein_coding,0
AT5G27770,RPL22C,protein_coding,5
AT5G27780,null,protein_coding,0
AT5G27790,null,protein_coding,18
AT5G27800,null,protein_coding,7
AT5G27807,MIR164C,miRNA,19
AT5G27810,null,protein_coding,1
AT5G27820,null,protein_coding,0
AT5G27830,null,protein_coding,2
AT5G27840,TOPP8,protein_coding,7
AT5G27850,RPL18C,protein_coding,21
AT5G27860,null,protein_coding,4
AT5G27870,PME28,protein_coding,0
AT5G27880,null,protein_coding,0
AT5G27889,null,protein_coding,0
AT5G27890,null,protein_coding,45
AT5G27893,null,protein_coding,120
AT5G27910,NFYC8,protein_coding,0
AT5G27920,null,protein_coding,3
AT5G27930,PPC6-7,protein_coding,16
AT5G27940,WPP3,protein_coding,0
AT5G27944,null,protein_coding,0
AT5G27945,CDC20-6,protein_coding,0
AT5G27950,KIN14U,protein_coding,147
AT5G27960,AGL90,protein_coding,12
AT5G27970,null,protein_coding,8
AT5G27980,null,protein_coding,0
AT5G27990,null,protein_coding,1
AT5G28000,null,protein_coding,0
AT5G28010,null,protein_coding,135
AT5G28020,CYSD2,protein_coding,5
AT5G28030,DES1,protein_coding,5
AT5G28040,null,protein_coding,76
AT5G28050,null,protein_coding,8
AT5G28060,RPS24B,protein_coding,25
AT5G28080,WNK9,protein_coding,1
AT5G28090,null,protein_coding,10
AT5G28150,null,protein_coding,1
AT5G28160,null,protein_coding,1
AT5G28180,null,protein_coding,0
AT5G28190,null,protein_coding,11
AT5G28210,null,protein_coding,1
AT5G28220,null,protein_coding,0
AT5G28235,null,protein_coding,0
AT5G28237,null,protein_coding,27
AT5G28262,null,ncRNA,0
AT5G28288,null,protein_coding,0
AT5G28290,NEK3,protein_coding,2
AT5G28295,null,protein_coding,29
AT5G28300,null,protein_coding,32
AT5G28310,null,protein_coding,0
AT5G28320,null,protein_coding,0
AT5G28340,null,protein_coding,0
AT5G28345,null,protein_coding,0
AT5G28350,null,protein_coding,0
AT5G28370,null,protein_coding,0
AT5G28380,null,protein_coding,0
AT5G28390,null,protein_coding,0
AT5G28400,null,protein_coding,0
AT5G28410,null,protein_coding,2
AT5G28420,null,protein_coding,7
AT5G28442,null,protein_coding,10
AT5G28450,null,protein_coding,3
AT5G28460,null,protein_coding,0
AT5G28462,null,protein_coding,0
AT5G28463,null,protein_coding,17
AT5G28470,null,protein_coding,5
AT5G28490,LSH1,protein_coding,4
AT5G28491,null,protein_coding,0
AT5G28500,RAF1.1,protein_coding,14
AT5G28510,BGLU24,protein_coding,0
AT5G28520,JAL40,protein_coding,0
AT5G28530,FRS10,protein_coding,0
AT5G28540,MED37A,protein_coding,38
AT5G28550,null,protein_coding,47
AT5G28560,null,protein_coding,92
AT5G28590,null,protein_coding,2
AT5G28610,null,protein_coding,0
AT5G28615,null,protein_coding,4
AT5G28620,null,protein_coding,4
AT5G28630,null,protein_coding,0
AT5G28640,GIF1,protein_coding,1
AT5G28646,WVD2,protein_coding,0
AT5G28650,WRKY74,protein_coding,0
AT5G28660,null,protein_coding,6
AT5G28680,ANX2,protein_coding,0
AT5G28690,null,protein_coding,5
AT5G28720,null,protein_coding,2
AT5G28730,null,protein_coding,12
AT5G28740,null,protein_coding,8
AT5G28750,TATA,protein_coding,10
AT5G28770,BZIP63,protein_coding,6
AT5G28780,null,protein_coding,11
AT5G28810,null,protein_coding,87
AT5G28820,null,protein_coding,9
AT5G28823,null,protein_coding,185
AT5G28824,null,ncRNA,102
AT5G28830,null,protein_coding,2
AT5G28840,GME,protein_coding,28
AT5G28850,B''BETA,protein_coding,1
AT5G28885,null,protein_coding,7
AT5G28900,B''GAMMA,protein_coding,3
AT5G28910,null,protein_coding,16
AT5G28919,null,protein_coding,0
AT5G28920,null,protein_coding,4
AT5G28950,null,protein_coding,2
AT5G28960,null,protein_coding,1
AT5G29000,PHL1,protein_coding,0
AT5G29050,null,protein_coding,9
AT5G29054,null,protein_coding,0
AT5G29070,null,protein_coding,30
AT5G29210,null,protein_coding,3
AT5G29560,null,protein_coding,0
AT5G29613,null,protein_coding,1
AT5G29624,null,protein_coding,16
AT5G30341,null,protein_coding,0
AT5G30360,null,protein_coding,3
AT5G30490,null,protein_coding,0
AT5G30495,null,protein_coding,4
AT5G30500,GOLS10,protein_coding,0
AT5G30510,RPS1,protein_coding,22
AT5G30520,null,protein_coding,5
AT5G31412,null,protein_coding,6
AT5G32017,null,tRNA,4
AT5G32440,null,protein_coding,10
AT5G32450,null,protein_coding,4
AT5G32460,null,protein_coding,1
AT5G32470,TH2,protein_coding,3
AT5G32590,null,protein_coding,28
AT5G32613,null,protein_coding,68
AT5G32619,null,protein_coding,1
AT5G32670,null,protein_coding,0
AT5G33210,SRS8,protein_coding,0
AT5G33280,CLC-G,protein_coding,3
AT5G33290,XGD1,protein_coding,4
AT5G33300,null,protein_coding,0
AT5G33320,PPT1,protein_coding,10
AT5G33330,null,protein_coding,0
AT5G33340,CDR1,protein_coding,0
AT5G33355,null,protein_coding,0
AT5G33370,null,protein_coding,2
AT5G33390,null,protein_coding,12
AT5G33393,null,protein_coding,7
AT5G33399,null,ncRNA,0
AT5G33406,null,protein_coding,4
AT5G33439,null,ncRNA,1
AT5G33806,null,protein_coding,12
AT5G33898,null,protein_coding,2
AT5G34581,null,protein_coding,0
AT5G34780,KPR,protein_coding,0
AT5G34828,null,protein_coding,0
AT5G34829,null,protein_coding,5
AT5G34830,null,protein_coding,6
AT5G34850,PAP26,protein_coding,23
AT5G34869,null,protein_coding,56
AT5G34870,null,protein_coding,119
AT5G34871,null,ncRNA,0
AT5G34881,null,protein_coding,0
AT5G34882,null,protein_coding,0
AT5G34883,null,protein_coding,1
AT5G34885,null,protein_coding,0
AT5G34887,null,protein_coding,0
AT5G34905,null,protein_coding,8
