gene_id,gene_name,gene_biotype,count
AT1G77580,FPP1,protein_coding,1
AT1G77590,LACS9,protein_coding,6
AT1G77600,null,protein_coding,0
AT1G77610,UDP-GALT1,protein_coding,4
AT1G77620,null,protein_coding,2
AT1G77630,LYM3,protein_coding,0
AT1G77640,ERF013,protein_coding,5
AT1G77650,null,protein_coding,0
AT1G77655,null,protein_coding,0
AT1G77660,null,protein_coding,3
AT1G77670,null,protein_coding,0
AT1G77680,SOV,protein_coding,4
AT1G77682,null,protein_coding,0
AT1G77690,LAX3,protein_coding,7
AT1G77700,null,protein_coding,0
AT1G77710,null,protein_coding,3
AT1G77720,PPK1,protein_coding,0
AT1G77730,null,protein_coding,0
AT1G77740,PIP5K2,protein_coding,4
AT1G77750,RPS13,protein_coding,1
AT1G77760,NIA1,protein_coding,91
AT1G77765,null,protein_coding,0
AT1G77770,null,protein_coding,2
AT1G77780,null,protein_coding,0
AT1G77790,null,protein_coding,2
AT1G77800,null,protein_coding,22
AT1G77810,null,protein_coding,3
AT1G77815,null,protein_coding,77
AT1G77830,null,protein_coding,0
AT1G77840,null,protein_coding,5
AT1G77850,ARF17,protein_coding,3
AT1G77855,null,protein_coding,2
AT1G77860,KOM,protein_coding,0
AT1G77870,MUB5,protein_coding,0
AT1G77880,null,protein_coding,1
AT1G77885,null,protein_coding,3
AT1G77890,null,protein_coding,3
AT1G77910,null,protein_coding,0
AT1G77920,TGA7,protein_coding,2
AT1G77930,null,protein_coding,3
AT1G77932,null,protein_coding,0
AT1G77940,RPL30B,protein_coding,10
AT1G77950,AGL67,protein_coding,0
AT1G77960,null,protein_coding,45
AT1G77980,AGL66,protein_coding,34
AT1G77990,SULTR2;2,protein_coding,0
AT1G77992,null,lncRNA,0
AT1G78000,SULTR1;2,protein_coding,16
AT1G78010,null,protein_coding,2
AT1G78020,FLZ6,protein_coding,2
AT1G78030,null,protein_coding,0
AT1G78040,null,protein_coding,76
AT1G78050,PGM,protein_coding,0
AT1G78060,BXL7,protein_coding,17
AT1G78070,null,protein_coding,2
AT1G78080,RAP2-4,protein_coding,31
AT1G78090,TPPB,protein_coding,3
AT1G78100,null,protein_coding,15
AT1G78110,null,protein_coding,0
AT1G78120,TPR12,protein_coding,0
AT1G78130,UNE2,protein_coding,0
AT1G78140,null,protein_coding,2
AT1G78150,null,protein_coding,7
AT1G78160,APUM7,protein_coding,0
AT1G78170,null,protein_coding,2
AT1G78172,null,protein_coding,0
AT1G78180,null,protein_coding,3
AT1G78190,TRM112B,protein_coding,1
AT1G78200,null,protein_coding,8
AT1G78206,MIR775A,miRNA,298
AT1G78210,null,protein_coding,0
AT1G78220,GF,protein_coding,0
AT1G78230,null,protein_coding,3
AT1G78240,QUA2,protein_coding,13
AT1G78250,null,tRNA,0
AT1G78260,null,protein_coding,3
AT1G78265,null,lncRNA,1
AT1G78270,UGT85A4,protein_coding,0
AT1G78280,null,protein_coding,10
AT1G78290,SRK2C,protein_coding,6
AT1G78300,GRF2,protein_coding,28
AT1G78310,VQ9,protein_coding,3
AT1G78320,GSTU23,protein_coding,0
AT1G78340,GSTU22,protein_coding,0
AT1G78360,ATGSTU21,protein_coding,0
AT1G78370,GSTU20,protein_coding,9
AT1G78380,GSTU19,protein_coding,55
AT1G78390,NCED9,protein_coding,3
AT1G78400,null,protein_coding,0
AT1G78410,VQ10,protein_coding,2
AT1G78420,DA2,protein_coding,6
AT1G78430,ICR4,protein_coding,0
AT1G78440,GA2OX1,protein_coding,0
AT1G78450,null,protein_coding,0
AT1G78460,null,protein_coding,11
AT1G78470,null,protein_coding,0
AT1G78476,null,protein_coding,0
AT1G78478,MIR833A,miRNA,0
AT1G78480,null,protein_coding,0
AT1G78490,CYP708A3,protein_coding,4
AT1G78500,PEN6,protein_coding,0
AT1G78510,SPS1,protein_coding,3
AT1G78520,null,protein_coding,0
AT1G78530,null,protein_coding,0
AT1G78540,SHB,protein_coding,1
AT1G78550,null,protein_coding,1
AT1G78560,BASS1,protein_coding,5
AT1G78570,RHM1,protein_coding,33
AT1G78580,TPS1,protein_coding,5
AT1G78590,NADK3,protein_coding,1
AT1G78600,LZF1,protein_coding,1
AT1G78610,MSL6,protein_coding,6
AT1G78620,null,protein_coding,5
AT1G78630,RPL13,protein_coding,23
AT1G78635,null,protein_coding,0
AT1G78640,null,protein_coding,0
AT1G78650,POLD3,protein_coding,0
AT1G78660,GGH1,protein_coding,1
AT1G78670,GGH3,protein_coding,12
AT1G78680,GGH2,protein_coding,17
AT1G78690,null,protein_coding,0
AT1G78700,BEH4,protein_coding,3
AT1G78710,TBL42,protein_coding,0
AT1G78720,null,protein_coding,0
AT1G78730,null,protein_coding,0
AT1G78740,null,protein_coding,0
AT1G78750,null,protein_coding,0
AT1G78760,null,protein_coding,0
AT1G78770,APC6,protein_coding,1
AT1G78780,null,protein_coding,3
AT1G78790,MHF2,protein_coding,1
AT1G78800,null,protein_coding,1
AT1G78810,null,protein_coding,1
AT1G78815,LSH7,protein_coding,0
AT1G78820,null,protein_coding,9
AT1G78830,null,protein_coding,91
AT1G78840,null,protein_coding,0
AT1G78850,null,protein_coding,49
AT1G78860,null,protein_coding,1
AT1G78865,null,ncRNA,0
AT1G78870,UBC35,protein_coding,7
AT1G78880,null,protein_coding,5
AT1G78890,null,protein_coding,7
AT1G78895,RTNLB22,protein_coding,3
AT1G78900,VHA-A,protein_coding,82
AT1G78910,null,protein_coding,0
AT1G78915,null,protein_coding,1
AT1G78920,AVPL1,protein_coding,21
AT1G78922,null,protein_coding,0
AT1G78930,null,protein_coding,1
AT1G78940,null,protein_coding,1
AT1G78950,null,protein_coding,1
AT1G78955,CAMS1,protein_coding,0
AT1G78960,LUP2,protein_coding,2
AT1G78970,LUP1,protein_coding,5
AT1G78980,SRF5,protein_coding,0
AT1G78990,null,protein_coding,1
AT1G78995,null,protein_coding,4
AT1G79000,HAC1,protein_coding,21
AT1G79010,null,protein_coding,10
AT1G79020,null,protein_coding,2
AT1G79030,null,protein_coding,2
AT1G79040,PSBR,protein_coding,363
AT1G79050,RECA,protein_coding,7
AT1G79060,null,protein_coding,11
AT1G79070,null,protein_coding,10
AT1G79075,null,ncRNA,0
AT1G79080,null,protein_coding,1
AT1G79090,PAT1,protein_coding,8
AT1G79100,null,protein_coding,0
AT1G79103,null,protein_coding,0
AT1G79110,BRG2,protein_coding,5
AT1G79120,null,protein_coding,2
AT1G79130,SAUR40,protein_coding,0
AT1G79150,null,protein_coding,2
AT1G79160,null,protein_coding,3
AT1G79170,null,protein_coding,0
AT1G79180,ATMYB63,protein_coding,0
AT1G79190,null,protein_coding,4
AT1G79200,SCI1,protein_coding,2
AT1G79210,PAB2,protein_coding,6
AT1G79220,null,protein_coding,1
AT1G79230,STR1,protein_coding,7
AT1G79240,null,tRNA,0
AT1G79250,AGC1-7,protein_coding,2
AT1G79260,null,protein_coding,1
AT1G79270,ECT8,protein_coding,6
AT1G79280,NUA,protein_coding,23
AT1G79290,null,tRNA,1
AT1G79300,null,tRNA,0
AT1G79310,AMC7,protein_coding,0
AT1G79320,AMC6,protein_coding,1
AT1G79330,AMC5,protein_coding,7
AT1G79340,AMC4,protein_coding,20
AT1G79350,FGT1,protein_coding,12
AT1G79360,OCT2,protein_coding,0
AT1G79370,CYP79C1,protein_coding,0
AT1G79380,RGLG4,protein_coding,9
AT1G79390,null,protein_coding,5
AT1G79400,CHX2,protein_coding,0
AT1G79410,OCT5,protein_coding,1
AT1G79420,null,protein_coding,3
AT1G79430,APL,protein_coding,1
AT1G79440,ALDH5F1,protein_coding,1
AT1G79450,ALIS5,protein_coding,0
AT1G79460,GA2,protein_coding,0
AT1G79470,IMPDH,protein_coding,0
AT1G79480,null,protein_coding,0
AT1G79485,null,protein_coding,0
AT1G79490,EMB2217,protein_coding,1
AT1G79500,KDSA1,protein_coding,1
AT1G79510,null,protein_coding,0
AT1G79520,null,protein_coding,121
AT1G79529,null,lncRNA,0
AT1G79530,GAPCP1,protein_coding,7
AT1G79540,null,protein_coding,0
AT1G79550,PGK3,protein_coding,38
AT1G79560,FTSH12,protein_coding,6
AT1G79570,null,protein_coding,11
AT1G79580,SMB,protein_coding,0
AT1G79590,SYP52,protein_coding,4
AT1G79600,ABC1K3,protein_coding,14
AT1G79610,NHX6,protein_coding,0
AT1G79620,null,protein_coding,1
AT1G79630,null,protein_coding,2
AT1G79640,null,protein_coding,0
AT1G79650,RAD23,protein_coding,2
AT1G79660,null,protein_coding,2
AT1G79670,WAKL22,protein_coding,2
AT1G79680,WAKL10,protein_coding,1
AT1G79690,NUDT3,protein_coding,3
AT1G79700,null,protein_coding,12
AT1G79710,null,protein_coding,1
AT1G79720,null,protein_coding,5
AT1G79730,VIP2,protein_coding,1
AT1G79740,null,protein_coding,2
AT1G79750,NADP-ME4,protein_coding,22
AT1G79760,DTA4,protein_coding,0
AT1G79770,null,protein_coding,0
AT1G79780,null,protein_coding,0
AT1G79790,null,protein_coding,3
AT1G79800,ENODL7,protein_coding,0
AT1G79810,PEX2,protein_coding,3
AT1G79820,SGB1,protein_coding,4
AT1G79830,GC5,protein_coding,32
AT1G79840,GL2,protein_coding,8
AT1G79850,RPS17,protein_coding,0
AT1G79860,ROPGEF12,protein_coding,1
AT1G79870,HPR2,protein_coding,1
AT1G79880,LA2,protein_coding,0
AT1G79890,null,protein_coding,1
AT1G79900,BAC2,protein_coding,0
AT1G79910,null,protein_coding,0
AT1G79915,null,protein_coding,0
AT1G79920,null,protein_coding,18
AT1G79930,HSP70-14,protein_coding,7
AT1G79940,ERDJ2A,protein_coding,24
AT1G79950,RTEL1,protein_coding,2
AT1G79960,OFP14,protein_coding,0
AT1G79970,null,protein_coding,5
AT1G79980,null,tRNA,34
AT1G79985,null,protein_coding,3
AT1G79990,null,protein_coding,18
AT1G80000,MLN51,protein_coding,4
AT1G80010,FRS8,protein_coding,2
AT1G80030,null,protein_coding,10
AT1G80040,null,protein_coding,10
AT1G80050,APT2,protein_coding,1
AT1G80060,null,protein_coding,0
AT1G80070,PRP8A,protein_coding,44
AT1G80080,TMM,protein_coding,9
AT1G80090,PV42B,protein_coding,0
AT1G80100,AHP6,protein_coding,0
AT1G80110,PP2B11,protein_coding,0
AT1G80120,null,protein_coding,0
AT1G80130,null,protein_coding,3
AT1G80133,EPFL8,protein_coding,0
AT1G80140,null,protein_coding,0
AT1G80150,null,protein_coding,2
AT1G80160,null,protein_coding,1
AT1G80165,null,protein_coding,0
AT1G80170,null,protein_coding,0
AT1G80180,null,protein_coding,34
AT1G80190,PSF1,protein_coding,1
AT1G80200,null,protein_coding,0
AT1G80210,BRCC36A,protein_coding,1
AT1G80220,null,protein_coding,0
AT1G80230,COX5B-2,protein_coding,6
AT1G80240,null,protein_coding,12
AT1G80245,null,protein_coding,0
AT1G80250,null,tRNA,5
AT1G80260,emb1427,protein_coding,1
AT1G80270,PPR596,protein_coding,1
AT1G80280,null,protein_coding,2
AT1G80290,null,protein_coding,3
AT1G80300,AATP1,protein_coding,10
AT1G80310,MOT2,protein_coding,0
AT1G80315,null,protein_coding,0
AT1G80320,null,protein_coding,0
AT1G80325,null,lncRNA,0
AT1G80330,GA3OX4,protein_coding,0
AT1G80340,GA3OX2,protein_coding,0
AT1G80350,AAA1,protein_coding,6
AT1G80360,ISS1,protein_coding,12
AT1G80370,CYCA2-4,protein_coding,1
AT1G80380,GLYK,protein_coding,12
AT1G80390,IAA15,protein_coding,0
AT1G80400,null,protein_coding,3
AT1G80410,EMB2753,protein_coding,10
AT1G80420,XRCC1,protein_coding,2
AT1G80430,null,tRNA,0
AT1G80440,null,protein_coding,35
AT1G80450,VQ11,protein_coding,1
AT1G80460,GLPK,protein_coding,21
AT1G80470,null,protein_coding,0
AT1G80480,PTAC17,protein_coding,5
AT1G80490,TPR1,protein_coding,5
AT1G80500,null,protein_coding,4
AT1G80510,AVT6E,protein_coding,4
AT1G80520,null,protein_coding,0
AT1G80525,null,protein_coding,0
AT1G80530,null,protein_coding,1
AT1G80540,null,protein_coding,0
AT1G80550,null,protein_coding,1
AT1G80555,null,protein_coding,0
AT1G80560,IMDH2,protein_coding,0
AT1G80570,FBL14,protein_coding,0
AT1G80580,ERF084,protein_coding,0
AT1G80590,WRKY66,protein_coding,0
AT1G80600,WIN1,protein_coding,11
AT1G80610,null,protein_coding,2
AT1G80620,null,protein_coding,1
AT1G80625,null,protein_coding,0
AT1G80630,null,protein_coding,5
AT1G80640,null,protein_coding,4
AT1G80650,RTL1,protein_coding,1
AT1G80660,AHA9,protein_coding,1
AT1G80670,RAE1,protein_coding,2
AT1G80680,NUP96,protein_coding,14
AT1G80690,null,protein_coding,1
AT1G80700,null,protein_coding,0
AT1G80710,DRS1,protein_coding,0
AT1G80720,null,protein_coding,1
AT1G80730,ZFP1,protein_coding,1
AT1G80740,CMT1,protein_coding,0
AT1G80745,null,protein_coding,0
AT1G80750,RPL7A,protein_coding,5
AT1G80760,NIP6-1,protein_coding,2
AT1G80770,PDE318,protein_coding,1
AT1G80780,null,protein_coding,21
AT1G80790,FDM5,protein_coding,11
AT1G80810,null,protein_coding,0
AT1G80820,CCR2,protein_coding,2
AT1G80830,NRAMP1,protein_coding,39
AT1G80840,WRKY40,protein_coding,6
AT1G80850,null,protein_coding,4
AT1G80860,PLMT,protein_coding,0
AT1G80865,null,protein_coding,0
AT1G80870,null,protein_coding,3
AT1G80880,null,protein_coding,0
AT1G80890,null,protein_coding,1
AT1G80900,MRS2-10,protein_coding,0
AT1G80910,CCZ1B,protein_coding,5
AT1G80920,ATJ8,protein_coding,72
AT1G80930,null,protein_coding,19
AT1G80940,null,protein_coding,4
AT1G80950,LPEAT1,protein_coding,3
AT1G80960,null,protein_coding,1
AT1G80970,null,protein_coding,0
AT1G80980,null,protein_coding,0
AT1G80990,null,protein_coding,0
AT2G01008,null,protein_coding,41
AT2G01010,null,rRNA,24
AT2G01020,null,rRNA,8
AT2G01021,null,protein_coding,0
AT2G01023,null,protein_coding,1
AT2G01035,null,protein_coding,0
AT2G01045,null,protein_coding,0
AT2G01050,null,protein_coding,3
AT2G01060,PHL7,protein_coding,2
AT2G01070,null,protein_coding,1
AT2G01080,null,protein_coding,2
AT2G01090,null,protein_coding,0
AT2G01100,null,protein_coding,2
AT2G01110,TATC,protein_coding,4
AT2G01120,ORC4,protein_coding,0
AT2G01130,null,protein_coding,1
AT2G01140,FBA3,protein_coding,22
AT2G01150,RHA2B,protein_coding,0
AT2G01160,null,tRNA,0
AT2G01170,BAT1,protein_coding,4
AT2G01175,null,protein_coding,1
AT2G01180,ATPAP1,protein_coding,10
AT2G01190,null,protein_coding,8
AT2G01200,IAA32,protein_coding,0
AT2G01210,ZAR1,protein_coding,2
AT2G01220,null,protein_coding,2
AT2G01240,null,protein_coding,0
AT2G01250,RPL7B,protein_coding,27
AT2G01260,null,protein_coding,1
AT2G01270,QSOX2,protein_coding,4
AT2G01275,null,protein_coding,2
AT2G01280,MEE65,protein_coding,8
AT2G01290,RPI2,protein_coding,1
AT2G01300,null,protein_coding,0
AT2G01310,null,protein_coding,33
AT2G01320,null,protein_coding,2
AT2G01330,AIP1-1,protein_coding,1
AT2G01340,At17.1,protein_coding,2
AT2G01350,QPT,protein_coding,5
AT2G01360,null,protein_coding,0
AT2G01370,null,protein_coding,1
AT2G01379,null,protein_coding,0
AT2G01390,null,protein_coding,1
AT2G01400,null,protein_coding,1
AT2G01410,null,protein_coding,0
AT2G01420,PIN4,protein_coding,15
AT2G01422,null,ncRNA,196
AT2G01430,ATHB-17,protein_coding,2
AT2G01440,RECG,protein_coding,6
AT2G01450,MPK17,protein_coding,32
AT2G01460,null,protein_coding,14
AT2G01470,STL2P,protein_coding,6
AT2G01480,ESMD1,protein_coding,0
AT2G01490,PAHX,protein_coding,1
AT2G01500,WOX6,protein_coding,0
AT2G01505,CLE16,protein_coding,0
AT2G01510,PCMP-H37,protein_coding,1
AT2G01520,MLP328,protein_coding,52
AT2G01530,MLP329,protein_coding,14
AT2G01540,CAR10,protein_coding,3
AT2G01554,null,protein_coding,0
AT2G01560,null,protein_coding,0
AT2G01570,RGA,protein_coding,22
AT2G01580,null,protein_coding,0
AT2G01590,CRR3,protein_coding,10
AT2G01600,null,protein_coding,16
AT2G01610,null,protein_coding,1
AT2G01620,SKIP28,protein_coding,0
AT2G01630,null,protein_coding,3
AT2G01640,null,protein_coding,0
AT2G01650,PUX2,protein_coding,3
AT2G01660,CRRSP12,protein_coding,7
AT2G01667,null,protein_coding,0
AT2G01670,NUDT17,protein_coding,17
AT2G01680,null,protein_coding,8
AT2G01690,null,protein_coding,9
AT2G01710,null,protein_coding,4
AT2G01720,OST1B,protein_coding,11
AT2G01730,CPSF73-II,protein_coding,0
AT2G01735,RIE1,protein_coding,4
AT2G01740,null,protein_coding,0
AT2G01750,MAP70-3,protein_coding,4
AT2G01755,null,protein_coding,0
AT2G01760,ARR14,protein_coding,2
AT2G01770,VIT1,protein_coding,0
AT2G01780,null,protein_coding,0
AT2G01790,null,protein_coding,0
AT2G01800,null,protein_coding,0
AT2G01810,null,protein_coding,0
AT2G01818,null,protein_coding,2
AT2G01820,TMK3,protein_coding,18
AT2G01830,AHK4,protein_coding,4
AT2G01850,XTH27,protein_coding,35
AT2G01860,EMB975,protein_coding,2
AT2G01870,null,protein_coding,1
AT2G01880,PAP7,protein_coding,2
AT2G01890,PAP8,protein_coding,3
AT2G01900,null,protein_coding,4
AT2G01905,CYCJ18,protein_coding,0
AT2G01910,MAP65-6,protein_coding,94
AT2G01913,null,protein_coding,0
AT2G01918,PQL3,protein_coding,1
AT2G01920,null,protein_coding,0
AT2G01930,BPC1,protein_coding,3
AT2G01940,SGR5,protein_coding,2
AT2G01950,BRL2,protein_coding,10
AT2G01960,TET14,protein_coding,0
AT2G01970,TMN3,protein_coding,17
AT2G01980,NHX7,protein_coding,5
AT2G01990,null,protein_coding,2
AT2G02000,GAD3,protein_coding,0
AT2G02010,GAD4,protein_coding,0
AT2G02020,NPF8.4,protein_coding,1
AT2G02023,null,protein_coding,0
AT2G02026,null,protein_coding,0
AT2G02030,null,protein_coding,0
AT2G02040,NPF8.3,protein_coding,13
AT2G02050,null,protein_coding,8
AT2G02060,null,protein_coding,2
AT2G02061,null,protein_coding,0
AT2G02070,IDD5,protein_coding,9
AT2G02080,IDD4,protein_coding,8
AT2G02090,ETL1,protein_coding,4
AT2G02100,PDF2.2,protein_coding,11
AT2G02103,null,protein_coding,50
AT2G02120,PDF2.1,protein_coding,1
AT2G02130,PDF2.3,protein_coding,9
AT2G02140,PDF2.6,protein_coding,0
AT2G02147,LCR73,protein_coding,0
AT2G02148,null,protein_coding,0
AT2G02150,null,protein_coding,0
AT2G02160,null,protein_coding,21
AT2G02170,null,protein_coding,2
AT2G02180,TOM3,protein_coding,2
AT2G02220,PSKR1,protein_coding,15
AT2G02230,PP2B1,protein_coding,2
AT2G02240,MEE66,protein_coding,7
AT2G02250,PP2B2,protein_coding,2
AT2G02280,PP2B4,protein_coding,8
AT2G02290,null,protein_coding,0
AT2G02300,PP2B5,protein_coding,0
AT2G02310,PP2B6,protein_coding,0
AT2G02320,PP2B7,protein_coding,0
AT2G02340,PP2B8,protein_coding,45
AT2G02350,SKIP3,protein_coding,0
AT2G02360,PP2B10,protein_coding,2
AT2G02370,null,protein_coding,5
AT2G02380,GSTZ2,protein_coding,0
AT2G02390,ATGSTZ1,protein_coding,8
AT2G02400,null,protein_coding,147
AT2G02410,null,protein_coding,0
AT2G02440,null,protein_coding,6
AT2G02450,NAC035,protein_coding,3
AT2G02455,null,protein_coding,0
AT2G02470,AL6,protein_coding,1
AT2G02480,STI,protein_coding,4
AT2G02490,null,protein_coding,0
AT2G02493,null,protein_coding,0
AT2G02497,null,protein_coding,0
AT2G02498,null,protein_coding,7
AT2G02500,ISPD,protein_coding,3
AT2G02510,null,protein_coding,3
AT2G02515,null,protein_coding,0
AT2G02520,null,protein_coding,17
AT2G02525,null,protein_coding,4
AT2G02540,ZHD3,protein_coding,1
AT2G02550,null,protein_coding,15
AT2G02560,CAND1,protein_coding,13
AT2G02570,null,protein_coding,8
AT2G02580,CYP71B9,protein_coding,0
AT2G02590,null,protein_coding,1
AT2G02600,null,tRNA,0
AT2G02610,null,protein_coding,1
AT2G02620,null,protein_coding,0
AT2G02630,null,protein_coding,0
AT2G02635,null,protein_coding,0
AT2G02640,null,protein_coding,0
AT2G02650,null,protein_coding,0
AT2G02660,null,protein_coding,0
AT2G02680,null,protein_coding,1
AT2G02690,null,protein_coding,0
AT2G02695,null,protein_coding,0
AT2G02700,null,protein_coding,1
AT2G02710,TLP1,protein_coding,6
AT2G02720,null,protein_coding,1
AT2G02730,null,protein_coding,1
AT2G02740,WHY3,protein_coding,1
AT2G02741,MIR840A,miRNA,0
AT2G02750,PCMP-E22,protein_coding,1
AT2G02760,UBC2,protein_coding,5
AT2G02765,null,protein_coding,1
AT2G02770,null,protein_coding,1
AT2G02780,null,protein_coding,6
AT2G02790,IQD29,protein_coding,5
AT2G02795,null,protein_coding,1
AT2G02800,PBL3,protein_coding,8
AT2G02810,UTR1,protein_coding,4
AT2G02820,MYB88,protein_coding,2
AT2G02835,null,protein_coding,56
AT2G02840,null,protein_coding,200
AT2G02850,ARPN,protein_coding,29
AT2G02860,SUC3,protein_coding,2
AT2G02870,SKIP11,protein_coding,11
AT2G02880,null,protein_coding,2
AT2G02890,null,protein_coding,0
AT2G02900,null,tRNA,0
AT2G02910,null,protein_coding,1
AT2G02930,GSTF3,protein_coding,0
AT2G02950,PKS1,protein_coding,72
AT2G02955,MEE12,protein_coding,0
AT2G02960,null,protein_coding,2
AT2G02970,APY6,protein_coding,3
AT2G02980,PCMP-H26,protein_coding,1
AT2G02990,RNS1,protein_coding,3
AT2G03000,null,protein_coding,0
AT2G03010,null,protein_coding,0
AT2G03020,null,protein_coding,1
AT2G03030,null,protein_coding,0
AT2G03040,null,protein_coding,0
AT2G03050,MTERF1,protein_coding,0
AT2G03060,AGL30,protein_coding,0
AT2G03070,MED8,protein_coding,3
AT2G03090,EXPA15,protein_coding,2
AT2G03110,null,protein_coding,0
AT2G03120,SPP,protein_coding,5
AT2G03130,null,protein_coding,0
AT2G03140,null,protein_coding,9
AT2G03150,emb1579,protein_coding,8
AT2G03160,ASK19,protein_coding,0
AT2G03170,ASK14,protein_coding,0
AT2G03180,null,protein_coding,12
AT2G03190,ASK16,protein_coding,0
AT2G03200,null,protein_coding,5
AT2G03210,FUT2,protein_coding,0
AT2G03220,FUT1,protein_coding,4
AT2G03230,null,protein_coding,0
AT2G03240,PHO1-H5,protein_coding,4
AT2G03250,null,protein_coding,1
AT2G03260,PHO1-H2,protein_coding,0
AT2G03270,null,protein_coding,4
AT2G03280,null,protein_coding,0
AT2G03290,null,protein_coding,0
AT2G03300,null,protein_coding,0
AT2G03310,null,protein_coding,0
AT2G03320,null,protein_coding,0
AT2G03330,null,protein_coding,1
AT2G03340,WRKY3,protein_coding,2
AT2G03350,null,protein_coding,4
AT2G03360,null,protein_coding,3
AT2G03370,null,protein_coding,0
AT2G03380,PCMP-E47,protein_coding,0
AT2G03390,CLPF,protein_coding,7
AT2G03410,null,protein_coding,0
AT2G03420,null,protein_coding,0
AT2G03430,null,protein_coding,1
AT2G03440,NRP1,protein_coding,13
AT2G03445,MIR398A,miRNA,56
AT2G03450,PAP9,protein_coding,3
AT2G03460,null,protein_coding,0
AT2G03470,null,protein_coding,3
AT2G03480,QUL2,protein_coding,5
AT2G03490,null,tRNA,1
AT2G03500,EFM,protein_coding,7
AT2G03505,null,protein_coding,1
AT2G03510,null,protein_coding,12
AT2G03520,UPS4,protein_coding,0
AT2G03530,UPS2,protein_coding,2
AT2G03550,CXE7,protein_coding,1
AT2G03560,FBX7,protein_coding,0
AT2G03565,null,protein_coding,0
AT2G03567,null,protein_coding,8
AT2G03570,null,protein_coding,1
AT2G03580,null,protein_coding,0
AT2G03590,UPS1,protein_coding,1
AT2G03600,ATUPS3,protein_coding,0
AT2G03610,null,protein_coding,0
AT2G03620,MRS2-5,protein_coding,3
AT2G03630,null,protein_coding,0
AT2G03640,null,protein_coding,3
